exercise_id,exercise_name_ko,name_en,source_name_en,training_type_code,body_focus_code,primary_body_area_codes,secondary_body_area_codes,target_body_area_codes,difficulty_code,timing_mode_code,default_sets,default_reps,default_work_seconds,default_rest_seconds,default_transition_seconds,intensity_level,production_status
NEX-000186,덤벨 데드리프트,Dumbbell Deadlift,Dumbbell Deadlift,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000187,케이블 우드촙,Cable Woodchoppers,Cable Woodchoppers,STRENGTH,CORE,"[""ABDOMEN""]","[""LOWER_BACK"",""SHOULDER""]","[""ABDOMEN"",""LOWER_BACK"",""SHOULDER""]",INTERMEDIATE,DURATION,2-3,,30-45,45-60,,LIGHT_MODERATE,REVIEW_REQUIRED
NEX-000188,머신 카프 프레스,Calf Press Using Leg Press Machine,Calf Press Using Leg Press Machine,STRENGTH,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""ANKLE_FOOT"",""KNEE""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000189,하프 니링 원암 랫풀다운,1-Arm Half-Kneeling Lat Pulldown,1-Arm Half-Kneeling Lat Pulldown,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER"",""ABDOMEN""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER"",""ABDOMEN""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000190,뉴트럴 그립 랫풀다운,Neutral Grip Lat Pulldown,Neutral Grip Lat Pulldown,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000191,밴드 레그 컬,Leg curl with elastic,Leg curl with elastic,STRENGTH,HAMSTRINGS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000192,케틀벨 스모 데드리프트,kettlebell sumo deadlift,kettlebell sumo deadlift,STRENGTH,GLUTES,"[""HIP"",""KNEE""]","[""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000193,덤벨 루마니안 데드리프트,Dumbbell Romanian Deadlift,Dumbbell Romanian Deadlift,STRENGTH,HAMSTRINGS,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000194,스탠딩 케이블 체스트 프레스,Cable Chest Press - Decline,Cable Chest Press - Decline,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER"",""ELBOW""]","[""CHEST"",""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000195,덤벨 불가리안 스플릿 스쿼트,Bulgarian Squat with Dumbbells,Bulgarian Squat with Dumbbells,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000196,머신 시티드 로우,Seated Row (Machine),Seated Row (Machine),STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000197,바벨 백 스쿼트,Barbell Full Squat,Barbell Full Squat,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""LOWER_BACK"",""ANKLE_FOOT""]","[""KNEE"",""HIP"",""LOWER_BACK"",""ANKLE_FOOT""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000198,바벨 오버헤드 프레스,Overhead Barbell Press,Overhead Barbell Press,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000199,인버티드 로우,Inverted Lat Pull Down,Inverted Lat Pull Down,STRENGTH,BACK,"[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]","[""UPPER_BACK"",""ELBOW"",""SHOULDER""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000200,덤벨 아놀드 프레스,Arnold Shoulder Press,Arnold Shoulder Press,STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000201,덤벨 고블릿 스쿼트,Dumbbell Goblet Squat,Dumbbell Goblet Squat,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000202,레그컬,Leg Curl,Leg Curl,STRENGTH,HAMSTRINGS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000203,레그 익스텐션,Leg Extension,Leg Extension,STRENGTH,QUADRICEPS,"[""KNEE""]","[""HIP""]","[""KNEE"",""HIP""]",BEGINNER,REPS,3,10-15,,60-90,,MODERATE,REVIEW_REQUIRED
NEX-000204,레그프레스,Leg Press,Leg Press,STRENGTH,QUADRICEPS,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]","[""KNEE"",""HIP"",""ANKLE_FOOT""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000205,루마니안 데드리프트,Romanian Deadlift,Romanian Deadlift,STRENGTH,HAMSTRINGS,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000206,인클라인 덤벨 벤치프레스,Incline Bench Press - Dumbbell,Incline Bench Press - Dumbbell,STRENGTH,CHEST,"[""CHEST""]","[""SHOULDER"",""ELBOW""]","[""CHEST"",""SHOULDER"",""ELBOW""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000207,머신 숄더프레스,"Shoulder Press, on Machine","Shoulder Press, on Machine",STRENGTH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""SHOULDER"",""ELBOW""]",BEGINNER,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
NEX-000208,케틀벨 스윙,2 Handed Kettlebell Swing,2 Handed Kettlebell Swing,STRENGTH,GLUTES,"[""HIP""]","[""KNEE"",""LOWER_BACK""]","[""HIP"",""KNEE"",""LOWER_BACK""]",INTERMEDIATE,REPS,3,8-12,,90,,MODERATE,REVIEW_REQUIRED
