exercise_id,exercise_name,representative_id,met_value,intensity_level,met_source,source_activity_name,mapping_basis,review_status,production_eligible
NEX-000132,chair leg extended stretch,REX-000020,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000133,exercise ball hip flexor stretch,REX-000033,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000134,intermediate hip flexor and quad stretch,REX-000036,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000135,leg up hamstring stretch,REX-000042,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000136,runners stretch,REX-000077,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000137,seated wide angle pose sequence,REX-000087,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000138,standing hamstring and calf stretch with strap,REX-000094,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000139,world greatest stretch,REX-000100,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000140,dumbbell alternate hammer preacher curl,REX-000027,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000141,dumbbell alternate preacher curl,REX-000027,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000142,dumbbell goblet squat,REX-000025,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000143,stationary bike,REX-000067,5.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=01216;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Bicycling, stationary, 60 watts, light to moderate effort",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000144,walk elliptical cross trainer,REX-000072,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02048;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Elliptical trainer, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02048_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000145,roller hip stretch,REX-000074,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000146,roller reverse crunch,REX-000013,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000147,roller back stretch,REX-000073,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000148,lever pullover,REX-000006,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000149,dumbbell standing zottman preacher curl,REX-000027,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000150,inverted row on bench,REX-000038,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000151,walking on stepmill,REX-000071,9.3,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02065;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stair treadmill ergometer, general",USER_APPROVED_DIRECT_COMPENDIUM_02065,DOMAIN_APPROVED,true
NEX-000152,spine twist,REX-000092,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000153,lever seated calf press,REX-000080,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000154,split squats,REX-000015,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000155,weighted russian twist v. 2,REX-000014,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000156,inverse leg curl (on pull-up cable machine),REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000157,seated piriformis stretch,REX-000085,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02101;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Stretching, mild",USER_APPROVED_DIRECT_COMPENDIUM_02101,DOMAIN_APPROVED,true
NEX-000158,jump rope,REX-000060,11,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02068;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Rope skipping exercise, general",USER_APPROVED_DIRECT_COMPENDIUM_02068_CONDITIONAL,DOMAIN_APPROVED,true
NEX-000159,dumbbell step-up lunge,REX-000031,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000160,resistance band leg extension,REX-000044,3.5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000161,ez bar lying bent arms pullover,REX-000006,3.5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000162,low glute bridge on floor,REX-000011,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000163,resistance band seated shoulder press,REX-000086,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000164,jack jump (male),REX-000059,6.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02057;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, high intensity",USER_APPROVED_DIRECT_COMPENDIUM_02057_CONDITIONAL,DOMAIN_APPROVED,true
NEX-000165,forward lunge (male),REX-000010,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000166,dumbbell incline y-raise,REX-000037,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000167,dumbbell contralateral forward lunge,REX-000010,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000168,high knee against wall,REX-000058,6.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02057;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, high intensity",USER_APPROVED_DIRECT_COMPENDIUM_02057_CONDITIONAL,DOMAIN_APPROVED,true
NEX-000169,short stride run,REX-000065,7.5,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=12020;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Jogging, general, self-selected pace",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000170,walking on incline treadmill,REX-000070,5.3,MODERATE,ADULT_COMPENDIUM_2024;activity_code=17034;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Climbing hills, no load, 1 to 5% grade, moderate-to-brisk pace",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000171,back and forth step,REX-000056,3.8,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02022;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Calisthenics, moderate effort",USER_APPROVED_DIRECT_COMPENDIUM_02022_CONSERVATIVE,DOMAIN_APPROVED,true
NEX-000172,스텝박스 오르내리기,REX-000068,5.5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02001;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Aerobic, step, with 4-inch step",USER_APPROVED_CONDITIONAL_MATCH,DOMAIN_APPROVED,true
NEX-000173,한발 서서 균형잡기,REX-000066,2.3,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02150;url=https://pacompendium.com/conditioning-exercise/;mapping_kind=USER_APPROVED_PROXY;reviewer=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Yoga, Hatha",USER_APPROVED_PROXY_02150_STATIC_BALANCE,DOMAIN_APPROVED,true
NEX-000174,의자잡고 전방으로 무릎 굽혀 들기,REX-000057,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000175,의자에 앉아 다리로 짐볼 쥐기,REX-000063,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000176,밴드 잡고 누워서 다리 밀기,REX-000069,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000177,누워서 배가로근 수축1,REX-000001,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000178,의자에 앉아 밴드 양옆으로 늘이기,REX-000097,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000179,네발기기 자세에서 팔 다리 들기,REX-000090,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000180,의자잡고 후방으로 무릎 굽혀 들기,REX-000083,3.0,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02056;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Body weight resistance exercises, general",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000181,앉아서 엉덩관절 굽히기,REX-000064,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02054,DOMAIN_APPROVED,true
NEX-000182,Seated Bench Press,REX-000049,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000183,Seated Cable Row,REX-000076,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000184,Dumbbell rear delt row,REX-000076,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000185,Incline Chest-Supported Dumbbell Row,REX-000076,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000186,Dumbbell Deadlift,REX-000004,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000187,Cable Woodchoppers,REX-000075,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_NO_DIRECT_MATCH_PROXY_COMPENDIUM_02052,DOMAIN_APPROVED,true
NEX-000188,Calf Press Using Leg Press Machine,REX-000080,3.5,LIGHT,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_COMPENDIUM_02054_LIGHT_RESISTANCE,DOMAIN_APPROVED,true
NEX-000189,1-Arm Half-Kneeling Lat Pulldown,REX-000040,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000190,Neutral Grip Lat Pulldown,REX-000040,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000191,Leg curl with elastic,REX-000083,3.5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02054;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",USER_APPROVED_PROVISIONAL_ESTIMATE,DOMAIN_APPROVED,true
NEX-000192,kettlebell sumo deadlift,REX-000004,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000193,Dumbbell Romanian Deadlift,REX-000007,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000194,Cable Chest Press - Decline,REX-000049,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000195,Bulgarian Squat with Dumbbells,REX-000015,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000196,Seated Row (Machine),REX-000076,5,MODERATE,ADULT_COMPENDIUM_2024;activity_code=02052;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight) training, squats, deadlift, slow or explosive effort",USER_APPROVED_COMPENDIUM_02052_MODERATE_RESISTANCE,DOMAIN_APPROVED,true
NEX-000197,Barbell Full Squat,REX-000093,6,VIGOROUS,ADULT_COMPENDIUM_2024;activity_code=02050;url=https://pacompendium.com/;domain_approval=DATA_OWNER_APPROVAL;reviewed_at=2026-08-24T00:00:00+09:00;approval_scope=ALL_MET_MAPPINGS,"Resistance (weight lifting - free weight, nautilus or universal-type), vigorous effort",USER_APPROVED_COMPENDIUM_02050_VIGOROUS_RESISTANCE,DOMAIN_APPROVED,true
